"","gene_id_bf","gene_id_af","family"
"1001","GRMZM2G106613","Zm00001d042212","HB-other"
"1002","GRMZM2G106653","Zm00001d017165","FAR1"
"1003","GRMZM2G106673","Zm00001d049367","B3"
"1004","GRMZM2G106798","Zm00001d049165","SBP"
"1005","GRMZM2G107031","Zm00001d031725","TCP"
"1006","GRMZM2G107276","Zm00001d032213","bHLH"
"1007","GRMZM2G107491","Zm00001d012049","C3H"
"1008","GRMZM2G107560","Zm00001d006150","bHLH"
"1009","GRMZM2G107886","Zm00001d045661","CO-like"
"1010","GRMZM2G108424","Zm00001d043696","MYB_related"
"1011","GRMZM2G108798","Zm00001d036426","SRS"
"1012","GRMZM2G108818","Zm00001d020577","C2H2"
"1013","GRMZM2G108865","Zm00001d034163","Dof"
"1014","GRMZM2G108892","Zm00001d024627","MYB_related"
"1015","GRMZM2G108933","Zm00001d042920","WOX"
"1016","GRMZM2G108959","Zm00001d053124","MYB"
"1017","GRMZM2G109354","Zm00001d010309","SBP"
"1018","GRMZM2G109480","Zm00001d027939","B3"
"1019","GRMZM2G109509","Zm00001d027509","Nin-like"
"1020","GRMZM2G109627","Zm00001d008399","NAC"
"1021","GRMZM2G109869","Zm00001d002573","GRAS"
"1022","GRMZM2G109879","Zm00001d004358","B3"
"1023","GRMZM2G109987","Zm00001d048527","HD-ZIP"
"1024","GRMZM2G110067","Zm00001d029474","GRAS"
"1025","GRMZM2G110107","Zm00001d005871","C2H2"
"1026","GRMZM2G110135","Zm00001d031270","MYB"
"1027","GRMZM2G110153","Zm00001d042618","MIKC_MADS"
"1028","GRMZM2G110242","Zm00001d005737","TCP"
"1029","GRMZM2G110333","Zm00001d018305","ERF"
"1030","GRMZM2G110402","Zm00001d036796","C3H"
"1031","GRMZM2G110541","Zm00001d017412","DBB"
"1032","GRMZM2G110579","Zm00001d017513","GRAS"
"1033","GRMZM2G110582","Zm00001d046323","M-type_MADS"
"1034","GRMZM2G110913","Zm00001d028413","LBD"
"1035","GRMZM2G111045","Zm00001d051269","MYB"
"1036","GRMZM2G111117","Zm00001d050400","MYB"
"1037","GRMZM2G111123","Zm00001d044355","B3"
"1038","GRMZM2G111136","Zm00001d015451","SBP"
"1039","GRMZM2G111146","Zm00001d017677","bHLH"
"1040","GRMZM2G111204","Zm00001d005584","HB-other"
"1041","GRMZM2G111306","Zm00001d010889","MYB_related"
"1042","GRMZM2G111354","Zm00001d012788","WRKY"
"1043","GRMZM2G111415","Zm00001d052026","ERF"
"1044","GRMZM2G111666","Zm00001d043699","bHLH"
"1045","GRMZM2G111696","Zm00001d038704","VOZ"
"1046","GRMZM2G111711","Zm00001d046805","WRKY"
"1047","GRMZM2G111731","Zm00001d040423","MYB"
"1048","GRMZM2G111760","Zm00001d014938","Trihelix"
"1049","GRMZM2G111770","Zm00001d025684","NAC"
"1050","GRMZM2G111906","Zm00001d036356","MYB_related"
"1051","GRMZM2G111964","Zm00001d008942","HB-other"
"1052","GRMZM2G112263","Zm00001d028849","MYB_related"
"1053","GRMZM2G112483","Zm00001d003180","bZIP"
"1054","GRMZM2G112548","Zm00001d013151","NAC"
"1055","GRMZM2G112629","Zm00001d040148","bHLH"
"1056","GRMZM2G112681","Zm00001d008817","NAC"
"1057","GRMZM2G112799","Zm00001d012427","C2H2"
"1058","GRMZM2G113060","Zm00001d048208","ERF"
"1059","GRMZM2G113078","Zm00001d011134","AP2"
"1060","GRMZM2G113098","Zm00001d029896","GATA"
"1061","GRMZM2G113127","Zm00001d031310","NF-YC"
"1062","GRMZM2G113257","Zm00001d005919","bHLH"
"1063","GRMZM2G113742","Zm00001d032384","G2-like"
"1064","GRMZM2G113779","Zm00001d006451","SBP"
"1065","GRMZM2G113860","Zm00001d047334","C2H2"
"1066","GRMZM2G113888","Zm00001d044836","TCP"
"1067","GRMZM2G113950","Zm00001d051879","NAC"
"1068","GRMZM2G114137","Zm00001d013443","CO-like"
"1069","GRMZM2G114444","Zm00001d044216","bHLH"
"1070","GRMZM2G114461","Zm00001d022142","FAR1"
"1071","GRMZM2G114613","Zm00001d041474","LSD"
"1072","GRMZM2G114660","Zm00001d051371","C2H2"
"1073","GRMZM2G114680","Zm00001d046783","GRAS"
"1074","GRMZM2G114688","Zm00001d021945","C3H"
"1075","GRMZM2G114775","Zm00001d034751","GATA"
"1076","GRMZM2G114820","Zm00001d047339","ERF"
"1077","GRMZM2G114850","Zm00001d041472","NAC"
"1078","GRMZM2G114873","Zm00001d042482","bHLH"
"1079","GRMZM2G114998","Zm00001d051439","Dof"
"1080","GRMZM2G115070","Zm00001d034946","MYB_related"
"1081","GRMZM2G115388","Zm00001d005786","C2H2"
"1082","GRMZM2G115456","Zm00001d034886","HSF"
"1083","GRMZM2G115516","Zm00001d034353","TCP"
"1084","GRMZM2G115721","Zm00001d046246","NAC"
"1085","GRMZM2G115859","Zm00001d005784","MYB"
"1086","GRMZM2G115960","Zm00001d040535","bHLH"
"1087","GRMZM2G116063","Zm00001d042821","WOX"
"1088","GRMZM2G116557","Zm00001d011953","ARF"
"1089","GRMZM2G116638","Zm00001d030500","GRAS"
"1090","GRMZM2G116646","Zm00001d041277","YABBY"
"1091","GRMZM2G116658","Zm00001d021236","HD-ZIP"
"1092","GRMZM2G116785","Zm00001d037098","bHLH"
"1093","GRMZM2G117007","Zm00001d010956","C3H"
"1094","GRMZM2G117108","Zm00001d017164","FAR1"
"1095","GRMZM2G117164","Zm00001d017422","HD-ZIP"
"1096","GRMZM2G117193","Zm00001d032190","G2-like"
"1097","GRMZM2G117244","Zm00001d020569","MYB"
"1098","GRMZM2G117497","Zm00001d039049","MYB_related"
"1099","GRMZM2G117851","Zm00001d043992","bZIP"
"1100","GRMZM2G117854","Zm00001d038546","G2-like"
"1101","GRMZM2G117949","Zm00001d047123","GRAS"
"1102","GRMZM2G117961","Zm00001d035053","MIKC_MADS"
"1103","GRMZM2G118047","Zm00001d046299","HSF"
"1104","GRMZM2G118214","Zm00001d023539","GATA"
"1105","GRMZM2G118250","Zm00001d042560","LBD"
"1106","GRMZM2G118453","Zm00001d012749","HSF"
"1107","GRMZM2G118485","Zm00001d028269","HSF"
"1108","GRMZM2G118690","Zm00001d045477","BBR-BPC"
"1109","GRMZM2G118693","Zm00001d051458","MYB_related"
"1110","GRMZM2G118870","Zm00001d050669","bZIP"
"1111","GRMZM2G118884","Zm00001d014765","DBB"
"1112","GRMZM2G119133","Zm00001d016784","MYB_related"
"1113","GRMZM2G119640","Zm00001d053841","C3H"
"1114","GRMZM2G119693","Zm00001d009435","MYB"
"1115","GRMZM2G119823","Zm00001d025141","bHLH"
"1116","GRMZM2G119865","Zm00001d036298","ERF"
"1117","GRMZM2G119999","Zm00001d030532","HD-ZIP"
"1118","GRMZM2G120021","Zm00001d033412","bHLH"
"1119","GRMZM2G120151","Zm00001d038683","TCP"
"1120","GRMZM2G120167","Zm00001d049135","bZIP"
"1121","GRMZM2G120320","Zm00001d015515","WRKY"
"1122","GRMZM2G120740","Zm00001d025060","C3H"
"1123","GRMZM2G120794","Zm00001d020573","C2H2"
"1124","GRMZM2G121111","Zm00001d024809","MYB_related"
"1125","GRMZM2G121487","Zm00001d038197","LBD"
"1126","GRMZM2G121570","Zm00001d033265","MYB"
"1127","GRMZM2G121753","Zm00001d043968","MYB_related"
"1128","GRMZM2G122076","Zm00001d050310","HD-ZIP"
"1129","GRMZM2G122537","Zm00001d035535","WOX"
"1130","GRMZM2G122614","Zm00001d003011","ARF"
"1131","GRMZM2G122615","Zm00001d043877","NAC"
"1132","GRMZM2G122750","Zm00001d039002","HB-other"
"1133","GRMZM2G122846","Zm00001d051739","bZIP"
"1134","GRMZM2G122897","Zm00001d026351","HD-ZIP"
"1135","GRMZM2G123094","Zm00001d031759","C2H2"
"1136","GRMZM2G123119","Zm00001d019734","ERF"
"1137","GRMZM2G123140","Zm00001d030069","HD-ZIP"
"1138","GRMZM2G123202","Zm00001d002843","MYB"
"1139","GRMZM2G123246","Zm00001d049687","NAC"
"1140","GRMZM2G123308","Zm00001d024532","G2-like"
"1141","GRMZM2G123387","Zm00001d002794","WRKY"
"1142","GRMZM2G123461","Zm00001d031225","B3"
"1143","GRMZM2G123667","Zm00001d000112","NAC"
"1144","GRMZM2G123900","Zm00001d030727","Dof"
"1145","GRMZM2G123909","Zm00001d043969","GATA"
"1146","GRMZM2G124011","Zm00001d006170","ERF"
"1147","GRMZM2G124037","Zm00001d006169","ERF"
"1148","GRMZM2G124421","Zm00001d046967","NF-YC"
"1149","GRMZM2G124476","Zm00001d026543","C3H"
"1150","GRMZM2G124495","Zm00001d026542","G2-like"
"1151","GRMZM2G124524","Zm00001d005016","AP2"
"1152","GRMZM2G124540","Zm00001d034160","G2-like"
"1153","GRMZM2G124566","Zm00001d051456","GRF"
"1154","GRMZM2G124663","Zm00001d051697","NF-YB"
"1155","GRMZM2G124715","Zm00001d004744","MYB"
"1156","GRMZM2G125095","Zm00001d029749","B3"
"1157","GRMZM2G125239","Zm00001d053298","GeBP"
"1158","GRMZM2G125243","Zm00001d012553","bZIP"
"1159","GRMZM2G125294","Zm00001d009562","HB-other"
"1160","GRMZM2G125460","Zm00001d007033","ERF"
"1161","GRMZM2G125501","Zm00001d006744","GRAS"
"1162","GRMZM2G125522","Zm00001d042830","MYB"
"1163","GRMZM2G125596","Zm00001d052750","B3"
"1164","GRMZM2G125653","Zm00001d020492","WRKY"
"1165","GRMZM2G125704","Zm00001d002439","G2-like"
"1166","GRMZM2G125777","Zm00001d049913","NAC"
"1167","GRMZM2G125934","Zm00001d006027","bZIP"
"1168","GRMZM2G125969","Zm00001d018941","HSF"
"1169","GRMZM2G125976","Zm00001d038355","TALE"
"1170","GRMZM2G126018","Zm00001d006028","SBP"
"1171","GRMZM2G126148","Zm00001d053178","Trihelix"
"1172","GRMZM2G126170","Zm00001d020046","HB-other"
"1173","GRMZM2G126194","Zm00001d025233","B3"
"1174","GRMZM2G126197","Zm00001d014378","C3H"
"1175","GRMZM2G126239","Zm00001d044081","HD-ZIP"
"1176","GRMZM2G126566","Zm00001d020408","MYB"
"1177","GRMZM2G126646","Zm00001d052133","HD-ZIP"
"1178","GRMZM2G126808","Zm00001d028304","HD-ZIP"
"1179","GRMZM2G126817","Zm00001d048347","NAC"
"1180","GRMZM2G126827","Zm00001d015410","SBP"
"1181","GRMZM2G126834","Zm00001d048046","ARR-B"
"1182","GRMZM2G126936","Zm00001d048044","NAC"
"1183","GRMZM2G126957","Zm00001d026305","NF-YA"
"1184","GRMZM2G127064","Zm00001d037854","WRKY"
"1185","GRMZM2G127379","Zm00001d023294","NAC"
"1186","GRMZM2G127490","Zm00001d024784","MYB"
"1187","GRMZM2G127537","Zm00001d020670","HD-ZIP"
"1188","GRMZM2G127857","Zm00001d051149","MYB"
"1189","GRMZM2G128807","Zm00001d014814","bHLH"
"1190","GRMZM2G128953","Zm00001d047742","MIKC_MADS"
"1191","GRMZM2G129034","Zm00001d006094","MIKC_MADS"
"1192","GRMZM2G129147","Zm00001d026235","GRF"
"1193","GRMZM2G129154","Zm00001d011881","GRAS"
"1194","GRMZM2G129247","Zm00001d038311","bZIP"
"1195","GRMZM2G129261","Zm00001d002654","C2H2"
"1196","GRMZM2G129311","Zm00001d021799","FAR1"
"1197","GRMZM2G129428","Zm00001d042686","C2H2"
"1198","GRMZM2G129674","Zm00001d027924","ERF"
"1199","GRMZM2G129817","Zm00001d013265","MYB_related"
"1200","GRMZM2G129872","Zm00001d028845","MYB_related"
"1201","GRMZM2G130149","Zm00001d030678","MYB"
"1202","GRMZM2G130374","Zm00001d030969","WRKY"
"1203","GRMZM2G130382","Zm00001d015381","M-type_MADS"
"1204","GRMZM2G130442","Zm00001d049443","HD-ZIP"
"1205","GRMZM2G130459","Zm00001d018050","AP2"
"1206","GRMZM2G130854","Zm00001d006702","WRKY"
"1207","GRMZM2G131266","Zm00001d032144","AP2"
"1208","GRMZM2G131281","Zm00001d021089","ERF"
"1209","GRMZM2G131442","Zm00001d048647","MYB"
"1210","GRMZM2G131476","Zm00001d030191","HD-ZIP"
"1211","GRMZM2G131516","Zm00001d052380","GRAS"
"1212","GRMZM2G131897","Zm00001d030897","Dof"
"1213","GRMZM2G131937","Zm00001d032179","MYB"
"1214","GRMZM2G131961","Zm00001d002143","bZIP"
"1215","GRMZM2G131982","Zm00001d002806","DBB"
"1216","GRMZM2G132057","Zm00001d052815","C2H2"
"1217","GRMZM2G132185","Zm00001d012585","ERF"
"1218","GRMZM2G132223","Zm00001d012584","ERF"
"1219","GRMZM2G132367","Zm00001d027991","HD-ZIP"
"1220","GRMZM2G132550","Zm00001d037749","bHLH"
"1221","GRMZM2G132667","Zm00001d031544","LBD"
"1222","GRMZM2G132693","Zm00001d040004","LBD"
"1223","GRMZM2G132756","Zm00001d002732","C2H2"
"1224","GRMZM2G132794","Zm00001d029607","GRAS"
"1225","GRMZM2G132868","Zm00001d010168","bZIP"
"1226","GRMZM2G132971","Zm00001d034433","HSF"
"1227","GRMZM2G133168","Zm00001d039424","ERF"
"1228","GRMZM2G133169","Zm00001d033834","GRAS"
"1229","GRMZM2G133262","Zm00001d014723","ARR-B"
"1230","GRMZM2G133331","Zm00001d037317","bZIP"
"1231","GRMZM2G133398","Zm00001d042396","B3"
"1232","GRMZM2G133646","Zm00001d040571","SBP"
"1233","GRMZM2G133675","Zm00001d048901","bHLH"
"1234","GRMZM2G133806","Zm00001d012180","LBD"
"1235","GRMZM2G133972","Zm00001d011537","WOX"
"1236","GRMZM2G134073","Zm00001d011969","NAC"
"1237","GRMZM2G134260","Zm00001d045398","HD-ZIP"
"1238","GRMZM2G134279","Zm00001d047579","MYB"
"1239","GRMZM2G134439","Zm00001d015603","Trihelix"
"1240","GRMZM2G134545","Zm00001d021591","Dof"
"1241","GRMZM2G134687","Zm00001d010239","NAC"
"1242","GRMZM2G134717","Zm00001d011555","NAC"
"1243","GRMZM2G134735","Zm00001d031781","bHLH"
"1244","GRMZM2G134863","Zm00001d036736","bZIP"
"1245","GRMZM2G134866","Zm00001d005865","GeBP"
"1246","GRMZM2G134998","Zm00001d005566","C2H2"
"1247","GRMZM2G135018","Zm00001d003167","MIKC_MADS"
"1248","GRMZM2G135052","Zm00001d045581","MYB_related"
"1249","GRMZM2G135381","Zm00001d010785","GATA"
"1250","GRMZM2G135447","Zm00001d034212","TALE"
"1251","GRMZM2G135452","Zm00001d035835","ERF"
"1252","GRMZM2G135461","Zm00001d051154","TCP"
"1253","GRMZM2G135703","Zm00001d042736","Dof"
"1254","GRMZM2G135783","Zm00001d021285","SRS"
"1255","GRMZM2G136266","Zm00001d023507","bZIP"
"1256","GRMZM2G136369","Zm00001d010758","HB-other"
"1257","GRMZM2G136494","Zm00001d026684","C2H2"
"1258","GRMZM2G136887","Zm00001d011252","MYB_related"
"1259","GRMZM2G137046","Zm00001d015743","bZIP"
"1260","GRMZM2G137289","Zm00001d041587","M-type_MADS"
"1261","GRMZM2G137341","Zm00001d017592","ERF"
"1262","GRMZM2G137358","Zm00001d034503","bHLH"
"1263","GRMZM2G137374","Zm00001d027496","bHLH"
"1264","GRMZM2G137380","Zm00001d027497","bHLH"
"1265","GRMZM2G137387","Zm00001d018587","MIKC_MADS"
"1266","GRMZM2G137413","Zm00001d050781","ARF"
"1267","GRMZM2G137426","Zm00001d017138","bHLH"
"1268","GRMZM2G137502","Zm00001d029512","Dof"
"1269","GRMZM2G137510","Zm00001d023736","MIKC_MADS"
"1270","GRMZM2G137532","Zm00001d005962","bZIP"
"1271","GRMZM2G137541","Zm00001d005964","bHLH"
"1272","GRMZM2G137736","Zm00001d025051","C2H2"
"1273","GRMZM2G137802","Zm00001d011133","WRKY"
"1274","GRMZM2G138340","Zm00001d034571","bZIP"
"1275","GRMZM2G138396","Zm00001d005892","ERF"
"1276","GRMZM2G138421","Zm00001d012916","SBP"
"1277","GRMZM2G138427","Zm00001d053210","MYB"
"1278","GRMZM2G138454","Zm00001d005891","bHLH"
"1279","GRMZM2G138455","Zm00001d032999","Dof"
"1280","GRMZM2G138683","Zm00001d051550","WRKY"
"1281","GRMZM2G138967","Zm00001d011771","GATA"
"1282","GRMZM2G139024","Zm00001d014132","E2F/DP"
"1283","GRMZM2G139073","Zm00001d036425","MIKC_MADS"
"1284","GRMZM2G139082","Zm00001d046913","AP2"
"1285","GRMZM2G139160","Zm00001d012605","C2H2"
"1286","GRMZM2G139174","Zm00001d039119","MYB_related"
"1287","GRMZM2G139369","Zm00001d008648","NF-X1"
"1288","GRMZM2G139372","Zm00001d053895","bHLH"
"1289","GRMZM2G139535","Zm00001d020714","HSF"
"1290","GRMZM2G139688","Zm00001d043131","MYB"
"1291","GRMZM2G139700","Zm00001d041791","NAC"
"1292","GRMZM2G139740","Zm00001d050787","ERF"
"1293","GRMZM2G139765","Zm00001d017366","ERF"
"1294","GRMZM2G139815","Zm00001d020136","WRKY"
"1295","GRMZM2G139963","Zm00001d027852","HD-ZIP"
"1296","GRMZM2G140016","Zm00001d050730","C2H2"
"1297","GRMZM2G140033","Zm00001d051865","C2H2"
"1298","GRMZM2G140083","Zm00001d010998","WOX"
"1299","GRMZM2G140085","Zm00001d052463","GRAS"
"1300","GRMZM2G140094","Zm00001d052464","GRAS"
"1301","GRMZM2G140355","Zm00001d046402","bZIP"
"1302","GRMZM2G140669","Zm00001d017409","GATA"
"1303","GRMZM2G140694","Zm00001d017788","Dof"
"1304","GRMZM2G140901","Zm00001d051956","NAC"
"1305","GRMZM2G141031","Zm00001d020683","C2H2"
"1306","GRMZM2G141219","Zm00001d020540","AP2"
"1307","GRMZM2G141299","Zm00001d043474","WRKY"
"1308","GRMZM2G141638","Zm00001d042492","AP2"
"1309","GRMZM2G141679","Zm00001d020267","ERF"
"1310","GRMZM2G141955","Zm00001d031109","YABBY"
"1311","GRMZM2G142179","Zm00001d039324","ERF"
"1312","GRMZM2G142502","Zm00001d005323","C2H2"
"1313","GRMZM2G142718","Zm00001d026628","Dof"
"1314","GRMZM2G142751","Zm00001d037221","TCP"
"1315","GRMZM2G142932","Zm00001d006578","bHLH"
"1316","GRMZM2G142962","Zm00001d031745","HD-ZIP"
"1317","GRMZM2G142999","Zm00001d047359","B3"
"1318","GRMZM2G143046","Zm00001d030644","MYB"
"1319","GRMZM2G143204","Zm00001d034073","WRKY"
"1320","GRMZM2G143205","Zm00001d003958","CAMTA"
"1321","GRMZM2G143274","Zm00001d008695","MYB"
"1322","GRMZM2G143328","Zm00001d044107","MYB"
"1323","GRMZM2G143433","Zm00001d015815","GRAS"
"1324","GRMZM2G143640","Zm00001d012285","MYB_related"
"1325","GRMZM2G143718","Zm00001d021278","DBB"
"1326","GRMZM2G143723","Zm00001d039467","C2H2"
"1327","GRMZM2G143765","Zm00001d035323","WRKY"
"1328","GRMZM2G144172","Zm00001d012963","Dof"
"1329","GRMZM2G144188","Zm00001d012963","Dof"
"1330","GRMZM2G144275","Zm00001d021019","bHLH"
"1331","GRMZM2G144346","Zm00001d033719","CO-like"
"1332","GRMZM2G144480","Zm00001d052807","bZIP"
"1333","GRMZM2G144744","Zm00001d033680","GRAS"
"1334","GRMZM2G145041","Zm00001d014863","MYB_related"
"1335","GRMZM2G145146","Zm00001d020763","bHLH"
"1336","GRMZM2G145444","Zm00001d015614","MYB"
"1337","GRMZM2G145554","Zm00001d011413","WRKY"
"1338","GRMZM2G145568","Zm00001d047752","LBD"
"1339","GRMZM2G145579","Zm00001d049870","bHLH"
"1340","GRMZM2G145690","Zm00001d018225","HD-ZIP"
"1341","GRMZM2G146018","Zm00001d041919","GRAS"
"1342","GRMZM2G146020","Zm00001d041920","bZIP"
"1343","GRMZM2G146028","Zm00001d053707","ERF"
"1344","GRMZM2G146283","Zm00001d005100","Dof"
"1345","GRMZM2G146286","Zm00001d032328","NF-YB"
"1346","GRMZM2G146380","Zm00001d016950","NAC"
"1347","GRMZM2G146514","Zm00001d049223","C3H"
"1348","GRMZM2G146688","Zm00001d007840","AP2"
"1349","GRMZM2G147152","Zm00001d004681","MYB_related"
"1350","GRMZM2G147346","Zm00001d032694","MYB"
"1351","GRMZM2G147424","Zm00001d025339","S1Fa-like"
"1352","GRMZM2G147623","Zm00001d004541","C3H"
"1353","GRMZM2G147685","Zm00001d003677","bHLH"
"1354","GRMZM2G147698","Zm00001d029293","MYB"
"1355","GRMZM2G147712","Zm00001d050242","NF-YB"
"1356","GRMZM2G147716","Zm00001d022088","MIKC_MADS"
"1357","GRMZM2G147867","Zm00001d038207","NAC"
"1358","GRMZM2G147880","Zm00001d013307","WRKY"
"1359","GRMZM2G148022","Zm00001d012725","TCP"
"1360","GRMZM2G148074","Zm00001d029934","HD-ZIP"
"1361","GRMZM2G148087","Zm00001d043025","WRKY"
"1362","GRMZM2G148098","Zm00001d013547","TALE"
"1363","GRMZM2G148220","Zm00001d031591","MIKC_MADS"
"1364","GRMZM2G148333","Zm00001d005798","ERF"
"1365","GRMZM2G148467","Zm00001d026175","SBP"
"1366","GRMZM2G148506","Zm00001d026355","E2F/DP"
"1367","GRMZM2G148561","Zm00001d050195","WRKY"
"1368","GRMZM2G148693","Zm00001d007949","MIKC_MADS"
"1369","GRMZM2G148723","Zm00001d039271","bHLH"
"1370","GRMZM2G148772","Zm00001d015468","CO-like"
"1371","GRMZM2G148940","Zm00001d046441","FAR1"
"1372","GRMZM2G149040","Zm00001d022442","bZIP"
"1373","GRMZM2G149150","Zm00001d052725","bZIP"
"1374","GRMZM2G149219","Zm00001d033471","WRKY"
"1375","GRMZM2G149347","Zm00001d039101","C3H"
"1376","GRMZM2G149590","Zm00001d025275","Trihelix"
"1377","GRMZM2G149683","Zm00001d011403","WRKY"
"1378","GRMZM2G149756","Zm00001d042717","ERF"
"1379","GRMZM2G149940","Zm00001d001838","B3"
"1380","GRMZM2G149958","Zm00001d001837","MYB"
"1381","GRMZM2G150011","Zm00001d020037","C2H2"
"1382","GRMZM2G150260","Zm00001d044117","MYB_related"
"1383","GRMZM2G150262","Zm00001d026587","C3H"
"1384","GRMZM2G150327","Zm00001d030232","bHLH"
"1385","GRMZM2G150594","Zm00001d047921","LBD"
"1386","GRMZM2G150680","Zm00001d024488","MYB"
"1387","GRMZM2G150729","Zm00001d028664","bHLH"
"1388","GRMZM2G150776","Zm00001d020575","C2H2"
"1389","GRMZM2G150841","Zm00001d022259","MYB"
"1390","GRMZM2G151205","Zm00001d011739","MYB"
"1391","GRMZM2G151266","Zm00001d034515","HB-other"
"1392","GRMZM2G151295","Zm00001d047519","bZIP"
"1393","GRMZM2G151309","Zm00001d009030","C2H2"
"1394","GRMZM2G151407","Zm00001d020881","WRKY"
"1395","GRMZM2G151444","Zm00001d039584","WRKY"
"1396","GRMZM2G151542","Zm00001d011499","ERF"
"1397","GRMZM2G151689","Zm00001d046740","C3H"
"1398","GRMZM2G151763","Zm00001d043950","WRKY"
"1399","GRMZM2G151811","Zm00001d022530","EIL"
"1400","GRMZM2G152172","Zm00001d027587","BES1"
"1401","GRMZM2G152319","Zm00001d047960","MYB_related"
"1402","GRMZM2G152415","Zm00001d044850","M-type_MADS"
"1403","GRMZM2G152543","Zm00001d032182","NAC"
"1404","GRMZM2G152661","Zm00001d025235","CAMTA"
"1405","GRMZM2G152822","Zm00001d019101","NF-YB"
"1406","GRMZM2G152862","Zm00001d010232","MIKC_MADS"
"1407","GRMZM2G153144","Zm00001d015118","bZIP"
"1408","GRMZM2G153233","Zm00001d032683","ARF"
"1409","GRMZM2G153333","Zm00001d038225","GRAS"
"1410","GRMZM2G153454","Zm00001d021748","bHLH"
"1411","GRMZM2G153575","Zm00001d006331","Trihelix"
"1412","GRMZM2G153594","Zm00001d030518","CAMTA"
"1413","GRMZM2G153754","Zm00001d018930","CPP"
"1414","GRMZM2G154029","Zm00001d047216","bHLH"
"1415","GRMZM2G154182","Zm00001d008403","NAC"
"1416","GRMZM2G154320","Zm00001d033335","LBD"
"1417","GRMZM2G154641","Zm00001d042864","HB-other"
"1418","GRMZM2G155043","Zm00001d033413","bHLH"
"1419","GRMZM2G155217","Zm00001d002200","bHLH"
"1420","GRMZM2G155252","Zm00001d035295","GeBP"
"1421","GRMZM2G155662","Zm00001d036148","Whirly"
"1422","GRMZM2G155762","Zm00001d026120","bHLH"
"1423","GRMZM2G155816","Zm00001d016119","NAC"
"1424","GRMZM2G155980","Zm00001d034813","FAR1"
"1425","GRMZM2G156006","Zm00001d045120","ERF"
"1426","GRMZM2G156016","Zm00001d043500","VOZ"
"1427","GRMZM2G156348","Zm00001d002424","Trihelix"
"1428","GRMZM2G156529","Zm00001d037054","WRKY"
"1429","GRMZM2G156737","Zm00001d049889","ERF"
"1430","GRMZM2G156756","Zm00001d034730","SBP"
"1431","GRMZM2G156977","Zm00001d002285","NAC"
"1432","GRMZM2G157177","Zm00001d028372","bZIP"
"1433","GRMZM2G157197","Zm00001d028371","C2H2"
"1434","GRMZM2G157219","Zm00001d038994","Trihelix"
"1435","GRMZM2G157306","Zm00001d049581","MYB_related"
"1436","GRMZM2G157679","Zm00001d042907","GRAS"
"1437","GRMZM2G157722","Zm00001d050018","bZIP"
"1438","GRMZM2G157927","Zm00001d044074","C3H"
"1439","GRMZM2G158117","Zm00001d009599","MYB_related"
"1440","GRMZM2G158141","Zm00001d024883","C2H2"
"1441","GRMZM2G158162","Zm00001d022440","B3"
"1442","GRMZM2G158204","Zm00001d009244","NAC"
"1443","GRMZM2G158313","Zm00001d016154","bZIP"
"1444","GRMZM2G158328","Zm00001d043062","WRKY"
"1445","GRMZM2G158700","Zm00001d040594","MYB"
"1446","GRMZM2G159032","Zm00001d038832","C2H2"
"1447","GRMZM2G159094","Zm00001d020446","NAC"
"1448","GRMZM2G159119","Zm00001d023402","G2-like"
"1449","GRMZM2G159134","Zm00001d043117","bZIP"
"1450","GRMZM2G159357","Zm00001d043915","HB-other"
"1451","GRMZM2G159397","Zm00001d031620","MIKC_MADS"
"1452","GRMZM2G159399","Zm00001d014013","ARF"
"1453","GRMZM2G159431","Zm00001d027431","TALE"
"1454","GRMZM2G159456","Zm00001d027859","bHLH"
"1455","GRMZM2G159475","Zm00001d041536","GRAS"
"1456","GRMZM2G159500","Zm00001d047554","NAC"
"1457","GRMZM2G159547","Zm00001d018097","MYB"
"1458","GRMZM2G159592","Zm00001d009468","RAV"
"1459","GRMZM2G159937","Zm00001d043706","bHLH"
"1460","GRMZM2G160005","Zm00001d045026","ARF"
"1461","GRMZM2G160136","Zm00001d040500","bZIP"
"1462","GRMZM2G160565","Zm00001d017614","MIKC_MADS"
"1463","GRMZM2G160687","Zm00001d041781","MIKC_MADS"
"1464","GRMZM2G160730","Zm00001d046621","AP2"
"1465","GRMZM2G160838","Zm00001d042665","MYB"
"1466","GRMZM2G160840","Zm00001d041580","MYB"
"1467","GRMZM2G160902","Zm00001d041604","bZIP"
"1468","GRMZM2G160917","Zm00001d031451","SBP"
"1469","GRMZM2G160971","Zm00001d044004","ERF"
"1470","GRMZM2G161009","Zm00001d010638","bZIP"
"1471","GRMZM2G161255","Zm00001d047170","C2H2"
"1472","GRMZM2G161315","Zm00001d020460","ZF-HD"
"1473","GRMZM2G161411","Zm00001d013630","WRKY"
"1474","GRMZM2G161435","Zm00001d016298","TALE"
"1475","GRMZM2G161512","Zm00001d014364","MYB"
"1476","GRMZM2G161680","Zm00001d036648","NF-YC"
"1477","GRMZM2G162382","Zm00001d018967","bHLH"
"1478","GRMZM2G162405","Zm00001d013451","GeBP"
"1479","GRMZM2G162409","Zm00001d019536","G2-like"
"1480","GRMZM2G162434","Zm00001d052397","MYB"
"1481","GRMZM2G162450","Zm00001d009715","bHLH"
"1482","GRMZM2G162481","Zm00001d047559","WOX"
"1483","GRMZM2G162709","Zm00001d040019","MYB"
